Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionRiskScore,RiskLevel
51,No,Travel_Frequently,Research & Development,25,1,Other,3,Male,Manager,1,Single,1943,8,No,3,2,38,1,2,38,10,11,5,68.4,High
26,No,Travel_Rarely,Sales,12,3,Marketing,1,Male,Sales Representative,2,Married,9815,5,No,3,2,11,4,1,8,8,7,8,57.6,Medium
34,No,Non-Travel,Sales,5,2,Marketing,4,Male,Sales Representative,2,Divorced,6101,3,No,3,2,12,5,1,11,11,2,10,31.9,Medium
28,No,Non-Travel,Research & Development,1,1,Life Sciences,2,Female,Research Director,1,Single,2030,6,No,4,2,5,0,4,4,2,1,4,44.8,Medium
49,No,Travel_Rarely,Research & Development,22,5,Medical,3,Male,Healthcare Representative,3,Married,10036,2,No,3,2,4,6,2,2,2,15,2,36.8,Medium
27,No,Travel_Rarely,Human Resources,15,5,Medical,4,Female,Manager,3,Married,1881,4,No,3,1,10,2,4,10,10,3,9,24.7,Low
39,No,Travel_Rarely,Human Resources,8,2,Marketing,1,Male,Manager,1,Married,4305,0,No,3,1,29,3,4,29,13,1,8,33.5,Medium
34,No,Travel_Rarely,Research & Development,1,2,Human Resources,1,Male,Healthcare Representative,2,Divorced,4193,9,No,3,2,3,0,1,3,0,11,3,47.7,Medium
21,No,Non-Travel,Research & Development,18,2,Life Sciences,2,Female,Research Scientist,2,Married,12978,2,No,3,3,4,6,3,4,4,1,4,35.7,Medium
42,No,Travel_Frequently,Research & Development,13,4,Life Sciences,1,Male,Research Director,2,Single,4202,7,No,3,1,4,6,4,0,0,4,0,51.2,Medium
38,No,Travel_Frequently,Research & Development,29,2,Life Sciences,4,Female,Manager,4,Single,4193,8,Yes,3,1,27,6,3,26,4,9,3,64.7,High
54,No,Travel_Frequently,Sales,1,5,Marketing,3,Female,Sales Executive,3,Single,2169,8,Yes,3,2,29,5,3,27,4,4,13,52.7,Medium
55,No,Travel_Frequently,Research & Development,5,2,Life Sciences,1,Female,Laboratory Technician,2,Married,3346,9,No,3,3,32,0,2,28,8,7,7,42.3,Medium
18,No,Travel_Rarely,Sales,18,3,Medical,3,Male,Sales Representative,3,Married,3009,1,No,3,2,18,0,2,17,2,8,0,39.1,Medium
42,No,Travel_Rarely,Human Resources,16,5,Life Sciences,4,Male,Human Resources,2,Single,3105,3,No,3,3,14,3,4,11,11,1,11,35.4,Medium
53,No,Travel_Rarely,Research & Development,26,3,Medical,4,Female,Manager,1,Married,4933,4,No,3,3,12,1,1,12,8,0,12,49.7,Medium
34,No,Travel_Rarely,Sales,10,5,Life Sciences,3,Female,Manager,1,Married,1140,2,Yes,3,0,42,5,1,40,17,2,9,72.5,High
58,No,Travel_Rarely,Research & Development,4,1,Technical Degree,4,Female,Research Director,3,Single,1985,0,Yes,3,1,2,6,4,1,1,5,1,29.1,Low
41,No,Travel_Rarely,Research & Development,1,5,Medical,2,Male,Healthcare Representative,3,Married,4598,5,No,3,2,39,3,4,36,0,13,6,24.8,Low
19,Yes,Travel_Rarely,Research & Development,23,5,Other,1,Male,Laboratory Technician,1,Married,5285,9,Yes,4,1,15,0,1,15,1,4,15,81.2,High
57,No,Travel_Rarely,Sales,8,3,Medical,2,Male,Manager,4,Married,4272,1,Yes,3,1,26,5,3,23,13,7,1,33.1,Medium
32,No,Travel_Rarely,Research & Development,5,3,Life Sciences,2,Female,Healthcare Representative,1,Married,4795,8,Yes,3,3,37,2,4,34,13,7,8,58.0,Medium
49,Yes,Non-Travel,Research & Development,2,5,Life Sciences,2,Male,Research Director,2,Married,3845,0,No,3,1,25,0,3,21,0,1,4,28.9,Low
56,No,Travel_Rarely,Research & Development,24,5,Human Resources,3,Male,Manager,4,Divorced,4860,8,No,3,0,38,2,4,35,15,13,7,34.3,Medium
23,No,Non-Travel,Research & Development,17,4,Marketing,3,Female,Healthcare Representative,1,Married,6377,6,No,3,2,14,4,4,10,10,8,4,42.4,Medium
18,No,Travel_Frequently,Research & Development,7,1,Life Sciences,4,Male,Manager,4,Married,6350,9,No,3,1,32,2,3,28,14,13,14,37.2,Medium
40,No,Travel_Rarely,Research & Development,17,1,Marketing,3,Male,Manager,4,Married,3250,1,No,4,2,37,0,3,34,11,13,7,24.7,Low
56,Yes,Travel_Rarely,Research & Development,28,2,Medical,4,Male,Research Scientist,4,Single,8510,5,No,3,1,15,3,1,14,14,3,4,52.8,Medium
34,No,Travel_Rarely,Research & Development,6,5,Life Sciences,3,Male,Healthcare Representative,3,Married,5400,7,No,3,2,33,0,4,30,13,13,4,35.6,Medium
51,No,Non-Travel,Research & Development,29,5,Life Sciences,4,Male,Healthcare Representative,1,Married,10294,1,Yes,3,2,43,0,2,40,14,0,16,66.1,High
58,No,Travel_Rarely,Sales,22,5,Technical Degree,1,Male,Manager,3,Single,11611,4,No,3,2,16,4,2,15,14,13,8,50.1,Medium
46,No,Travel_Rarely,Sales,15,5,Life Sciences,4,Male,Sales Executive,3,Married,2068,5,No,3,1,9,6,4,9,9,1,1,34.2,Medium
26,No,Travel_Frequently,Research & Development,5,1,Life Sciences,1,Male,Research Director,2,Single,2935,2,Yes,3,0,33,1,4,31,7,13,0,65.1,High
30,No,Travel_Rarely,Research & Development,15,3,Life Sciences,4,Male,Research Scientist,2,Married,8007,1,No,3,2,1,0,4,1,1,10,1,37.5,Medium
23,No,Non-Travel,Research & Development,18,4,Life Sciences,3,Female,Manager,4,Single,1809,5,No,3,3,26,4,3,23,1,5,14,29.7,Low
23,No,Travel_Rarely,Sales,18,3,Medical,3,Male,Manager,4,Single,11523,2,Yes,3,3,22,3,2,22,9,4,0,55.9,Medium
37,No,Travel_Rarely,Sales,25,3,Life Sciences,1,Male,Sales Representative,2,Divorced,3998,1,Yes,3,3,3,4,2,1,1,15,1,54.5,Medium
20,No,Travel_Rarely,Sales,21,1,Life Sciences,2,Male,Sales Representative,2,Divorced,6939,0,No,3,0,37,4,2,37,16,11,14,47.8,Medium
34,Yes,Travel_Rarely,Research & Development,21,4,Other,2,Male,Research Scientist,1,Single,4583,7,Yes,3,2,32,2,4,30,7,6,5,73.6,High
29,No,Travel_Frequently,Research & Development,23,5,Life Sciences,4,Male,Research Director,4,Married,2131,0,No,4,0,39,1,3,39,3,8,9,32.0,Medium
18,Yes,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Male,Manager,4,Single,9258,4,Yes,3,2,29,1,4,25,13,15,11,49.8,Medium
34,No,Travel_Rarely,Research & Development,2,1,Medical,2,Female,Healthcare Representative,2,Married,20000,5,Yes,4,0,31,5,1,28,9,15,12,70.8,High
20,No,Travel_Rarely,Research & Development,27,4,Medical,3,Male,Research Scientist,1,Married,3608,2,No,3,2,4,6,1,2,0,5,2,58.1,Medium
43,No,Travel_Frequently,Research & Development,17,2,Technical Degree,3,Female,Research Director,2,Single,4050,6,No,3,3,16,3,2,13,3,5,13,41.6,Medium
32,No,Travel_Rarely,Research & Development,21,1,Life Sciences,3,Male,Healthcare Representative,2,Married,1002,1,No,3,2,28,5,4,24,0,1,12,27.7,Low
53,No,Travel_Rarely,Research & Development,4,3,Other,4,Male,Laboratory Technician,3,Single,11057,6,No,4,0,0,6,1,0,0,6,0,53.0,Medium
49,No,Travel_Frequently,Research & Development,12,3,Marketing,1,Male,Laboratory Technician,4,Single,8493,1,Yes,3,2,5,6,1,2,2,1,2,48.4,Medium
49,No,Travel_Rarely,Research & Development,19,5,Marketing,4,Female,Healthcare Representative,1,Married,1737,4,No,3,1,25,4,4,25,6,12,10,42.8,Medium
21,No,Travel_Rarely,Research & Development,2,1,Life Sciences,2,Male,Research Scientist,3,Married,1423,6,Yes,3,2,17,3,3,17,17,6,4,49.2,Medium
35,No,Travel_Frequently,Research & Development,26,5,Life Sciences,1,Male,Laboratory Technician,4,Married,1526,2,Yes,4,3,11,6,4,8,8,7,3,32.5,Medium
36,No,Travel_Rarely,Sales,2,1,Medical,2,Male,Sales Executive,2,Married,7238,3,Yes,4,2,39,3,4,37,12,11,1,49.6,Medium
60,No,Travel_Rarely,Research & Development,14,4,Technical Degree,1,Male,Healthcare Representative,1,Married,7684,0,Yes,4,1,24,1,3,22,1,0,15,46.9,Medium
52,No,Travel_Rarely,Research & Development,15,1,Medical,1,Female,Healthcare Representative,4,Married,2824,2,No,4,1,23,1,2,20,18,8,6,24.0,Low
57,No,Travel_Rarely,Sales,20,2,Life Sciences,4,Male,Sales Representative,2,Married,6631,8,No,3,1,2,1,2,0,0,7,0,61.9,High
31,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,Research Scientist,3,Married,5406,9,No,3,0,21,0,2,20,10,8,7,50.6,Medium
50,No,Travel_Rarely,Human Resources,4,4,Marketing,3,Female,Manager,1,Married,3942,4,No,3,1,26,4,3,26,14,4,1,41.7,Medium
31,No,Travel_Rarely,Research & Development,19,3,Marketing,1,Male,Manager,4,Married,8796,7,No,3,0,8,3,1,5,5,12,5,52.5,Medium
51,No,Travel_Rarely,Research & Development,9,5,Life Sciences,4,Male,Research Scientist,3,Married,2385,1,No,3,1,39,4,3,35,8,13,4,32.1,Medium
21,No,Travel_Rarely,Research & Development,7,4,Life Sciences,2,Female,Research Director,2,Married,9784,2,No,4,0,30,6,4,27,8,3,9,38.3,Medium
41,No,Travel_Frequently,Sales,13,2,Life Sciences,2,Male,Sales Representative,2,Married,3174,6,Yes,3,1,19,3,3,16,16,0,8,61.3,High
46,No,Travel_Rarely,Sales,27,3,Medical,3,Male,Sales Representative,4,Married,14312,9,Yes,3,1,39,3,1,39,0,8,7,73.9,High
36,No,Travel_Frequently,Sales,12,1,Marketing,3,Female,Sales Representative,2,Married,2688,3,No,4,2,6,5,1,2,2,13,2,45.5,Medium
23,No,Travel_Rarely,Sales,3,1,Technical Degree,2,Female,Sales Representative,1,Married,3980,8,No,3,1,11,3,4,11,11,3,11,41.0,Medium
50,No,Travel_Rarely,Sales,13,1,Medical,2,Female,Sales Representative,4,Divorced,5090,6,No,3,2,40,3,2,38,9,14,13,24.5,Low
57,No,Travel_Frequently,Sales,15,4,Life Sciences,4,Female,Sales Executive,3,Married,5071,0,No,3,1,14,2,1,11,4,3,7,35.7,Medium
36,No,Travel_Rarely,Research & Development,14,2,Marketing,2,Male,Research Scientist,4,Divorced,6597,3,Yes,3,1,1,2,1,1,1,3,1,41.8,Medium
18,No,Travel_Rarely,Sales,24,2,Human Resources,4,Male,Sales Representative,4,Married,2272,9,No,3,2,22,5,1,21,14,15,4,59.7,Medium
22,No,Travel_Rarely,Research & Development,9,2,Other,3,Male,Manager,3,Divorced,4805,5,No,3,2,25,0,4,22,5,1,0,18.6,Low
44,No,Travel_Rarely,Research & Development,13,3,Other,2,Female,Research Scientist,2,Married,5339,5,No,3,0,31,1,1,29,6,11,16,52.2,Medium
33,Yes,Travel_Rarely,Research & Development,23,4,Life Sciences,3,Female,Research Director,3,Divorced,3580,9,No,4,3,4,6,2,4,4,10,4,37.4,Medium
23,Yes,Travel_Frequently,Research & Development,22,1,Marketing,1,Male,Healthcare Representative,1,Single,6263,5,No,3,2,8,6,4,8,5,12,4,57.9,Medium
57,No,Travel_Rarely,Sales,4,3,Technical Degree,1,Male,Manager,2,Single,2191,4,No,3,0,21,3,2,20,7,3,6,47.6,Medium
30,No,Travel_Frequently,Sales,21,2,Medical,1,Male,Manager,4,Married,4040,2,No,4,1,12,4,1,10,10,1,10,32.5,Medium
52,No,Travel_Rarely,Sales,8,1,Life Sciences,2,Female,Manager,2,Divorced,3127,1,Yes,3,2,5,6,1,4,4,7,2,43.9,Medium
36,No,Travel_Frequently,Sales,3,4,Human Resources,3,Male,Sales Representative,2,Married,4047,2,Yes,3,2,37,2,2,34,11,15,11,61.5,High
29,No,Non-Travel,Sales,2,5,Medical,2,Male,Manager,1,Single,11710,8,No,3,1,30,1,4,26,9,6,13,58.8,Medium
33,No,Travel_Frequently,Sales,19,2,Life Sciences,3,Female,Sales Executive,2,Married,11847,2,Yes,3,1,1,0,4,1,1,10,0,59.6,Medium
60,Yes,Travel_Rarely,Sales,28,2,Life Sciences,4,Female,Sales Representative,2,Married,10532,2,No,3,1,24,1,2,23,14,9,6,56.5,Medium
27,No,Travel_Frequently,Sales,23,2,Medical,2,Male,Manager,2,Single,3724,0,Yes,3,1,30,3,1,30,6,1,17,69.7,High
42,No,Non-Travel,Research & Development,8,2,Medical,1,Female,Manager,4,Married,8472,1,No,3,3,32,1,3,32,8,13,3,17.5,Low
37,No,Travel_Rarely,Sales,17,1,Life Sciences,4,Male,Sales Representative,2,Divorced,5257,2,No,3,2,39,3,2,38,9,1,15,35.8,Medium
48,No,Travel_Rarely,Research & Development,13,4,Marketing,3,Male,Healthcare Representative,3,Divorced,5051,1,No,3,1,29,5,2,29,9,1,10,22.7,Low
21,No,Travel_Frequently,Research & Development,7,3,Technical Degree,2,Male,Laboratory Technician,2,Single,4691,7,No,3,1,38,2,2,36,15,0,17,50.9,Medium
40,No,Travel_Rarely,Research & Development,9,1,Marketing,3,Female,Manager,1,Married,14115,5,No,3,3,29,2,1,27,6,12,15,56.3,Medium
19,No,Travel_Rarely,Sales,12,4,Life Sciences,3,Female,Sales Representative,2,Married,11153,6,No,4,2,34,3,4,30,4,5,6,47.4,Medium
39,No,Travel_Rarely,Research & Development,29,3,Marketing,2,Male,Manager,2,Married,7684,0,No,3,0,12,4,1,10,2,5,2,56.6,Medium
54,No,Travel_Rarely,Research & Development,14,2,Life Sciences,2,Female,Manager,4,Single,4437,5,No,3,2,23,2,2,22,17,0,4,38.0,Medium
25,Yes,Travel_Rarely,Sales,14,4,Life Sciences,3,Male,Sales Representative,3,Married,5032,1,Yes,3,0,3,4,1,1,1,10,1,66.3,High
24,No,Travel_Rarely,Research & Development,15,2,Life Sciences,3,Female,Research Director,2,Married,6757,5,Yes,3,3,43,3,1,39,14,0,16,63.4,High
31,No,Travel_Rarely,Research & Development,3,4,Technical Degree,4,Female,Research Director,3,Divorced,3594,2,Yes,3,1,43,5,2,40,19,5,0,31.3,Medium
20,No,Travel_Rarely,Sales,15,5,Life Sciences,1,Male,Sales Executive,1,Divorced,8629,6,Yes,3,3,29,3,1,26,4,10,15,72.7,High
33,No,Travel_Frequently,Sales,19,2,Life Sciences,3,Male,Sales Executive,4,Single,2827,2,Yes,3,2,35,5,3,34,11,5,14,49.8,Medium
36,No,Travel_Frequently,Research & Development,24,2,Life Sciences,1,Female,Research Director,3,Divorced,6217,8,No,3,1,5,6,1,1,1,3,1,43.1,Medium
35,No,Non-Travel,Research & Development,20,2,Medical,4,Male,Research Scientist,4,Married,1244,2,No,3,2,40,2,1,38,14,2,6,28.2,Low
33,Yes,Non-Travel,Sales,14,1,Other,1,Female,Manager,2,Married,3532,6,Yes,3,0,40,4,4,36,8,13,2,55.0,Medium
25,No,Travel_Rarely,Sales,8,3,Other,1,Male,Manager,1,Married,17096,3,Yes,3,2,20,3,4,20,6,8,12,59.3,Medium
50,No,Travel_Rarely,Research & Development,5,2,Life Sciences,4,Female,Research Director,4,Married,9151,7,No,3,3,8,6,2,4,4,5,4,26.4,Low
29,No,Non-Travel,Research & Development,19,2,Life Sciences,3,Male,Manager,2,Married,12348,1,No,3,3,22,2,2,20,12,0,0,41.7,Medium
28,No,Travel_Rarely,Research & Development,4,1,Life Sciences,1,Male,Healthcare Representative,3,Married,3293,7,No,3,3,29,6,4,28,7,2,0,26.7,Low
22,No,Travel_Rarely,Research & Development,14,1,Technical Degree,3,Male,Manager,1,Single,5230,8,Yes,3,1,19,5,3,19,11,0,15,72.2,High
44,No,Travel_Rarely,Research & Development,16,5,Life Sciences,3,Female,Laboratory Technician,1,Married,10606,7,No,3,2,41,3,1,37,18,2,1,66.9,High
29,No,Travel_Rarely,Research & Development,20,4,Life Sciences,2,Male,Research Director,3,Single,7185,5,Yes,3,1,22,6,3,19,0,1,17,64.7,High
34,No,Travel_Rarely,Sales,24,2,Medical,3,Male,Sales Representative,3,Single,6668,9,Yes,3,2,26,6,3,24,15,4,17,69.1,High
23,Yes,Travel_Rarely,Sales,6,4,Life Sciences,3,Female,Sales Representative,1,Married,13073,0,No,3,0,2,5,4,1,1,14,1,50.2,Medium
50,No,Travel_Frequently,Research & Development,23,1,Life Sciences,1,Female,Laboratory Technician,4,Married,2632,6,No,3,2,33,1,2,31,17,2,4,32.8,Medium
22,No,Travel_Rarely,Research & Development,25,1,Life Sciences,3,Male,Healthcare Representative,1,Married,4400,0,No,3,2,29,5,1,25,10,6,7,55.7,Medium
45,No,Non-Travel,Research & Development,6,5,Life Sciences,3,Female,Research Director,3,Single,1715,6,No,3,2,6,1,2,5,5,7,5,42.1,Medium
31,No,Travel_Rarely,Research & Development,3,3,Medical,2,Female,Research Director,4,Divorced,2547,1,No,3,2,43,2,3,40,6,6,13,11.4,Low
22,Yes,Travel_Rarely,Sales,15,1,Human Resources,2,Male,Manager,2,Married,9362,7,Yes,4,0,2,3,3,2,2,1,2,73.7,High
50,No,Travel_Rarely,Research & Development,29,2,Life Sciences,1,Male,Research Scientist,1,Single,2834,1,No,4,1,36,6,2,32,7,9,17,66.0,High
58,No,Travel_Rarely,Research & Development,3,5,Life Sciences,1,Female,Healthcare Representative,3,Married,7641,2,No,4,3,1,2,2,0,0,9,0,26.6,Low
36,Yes,Travel_Rarely,Sales,11,3,Other,2,Female,Sales Representative,2,Married,13294,2,No,4,2,4,0,4,4,4,6,4,33.1,Medium
39,No,Travel_Rarely,Sales,3,5,Other,2,Male,Sales Executive,1,Single,4417,0,Yes,3,3,13,5,2,12,9,9,12,60.7,High
22,No,Travel_Rarely,Research & Development,28,1,Life Sciences,4,Male,Research Director,1,Married,6713,4,No,3,3,22,2,2,18,10,2,6,58.3,Medium
19,No,Non-Travel,Sales,10,3,Marketing,3,Male,Sales Representative,4,Divorced,7677,4,Yes,3,3,12,2,4,11,11,6,11,24.6,Low
47,No,Travel_Rarely,Research & Development,18,4,Life Sciences,1,Male,Laboratory Technician,3,Married,2361,9,No,3,3,27,6,2,24,8,14,1,47.6,Medium
56,No,Travel_Rarely,Sales,1,3,Marketing,1,Male,Sales Representative,2,Single,3395,4,No,4,2,35,1,3,34,6,15,8,50.3,Medium
21,No,Non-Travel,Research & Development,16,2,Human Resources,3,Male,Manager,1,Divorced,2691,8,No,3,3,15,5,2,11,8,0,4,45.0,Medium
50,No,Travel_Frequently,Sales,16,4,Medical,3,Female,Manager,4,Married,3561,5,No,4,2,30,1,1,29,12,1,0,32.6,Medium
30,No,Travel_Rarely,Research & Development,27,4,Medical,1,Female,Research Director,2,Divorced,7552,5,No,3,0,4,3,3,4,2,11,4,44.0,Medium
37,No,Non-Travel,Research & Development,10,2,Life Sciences,2,Male,Healthcare Representative,2,Single,3438,2,No,3,1,33,2,4,33,2,9,5,41.9,Medium
24,No,Travel_Rarely,Research & Development,1,4,Medical,2,Male,Manager,1,Married,4812,4,No,3,1,23,5,3,21,0,15,9,46.4,Medium
32,No,Travel_Rarely,Research & Development,4,1,Medical,3,Male,Research Director,2,Married,2629,9,No,3,2,40,2,4,38,19,0,10,35.5,Medium
40,Yes,Travel_Rarely,Research & Development,3,3,Medical,1,Male,Research Scientist,1,Single,10258,6,No,3,2,15,3,1,12,1,8,12,66.1,High
31,No,Travel_Rarely,Sales,5,3,Life Sciences,3,Female,Manager,4,Married,3543,2,Yes,3,1,2,4,1,2,2,12,0,48.4,Medium
40,No,Travel_Frequently,Research & Development,12,2,Medical,2,Female,Research Scientist,4,Married,12256,1,No,4,3,21,3,3,19,14,12,4,20.2,Low
36,No,Travel_Rarely,Research & Development,25,1,Medical,4,Male,Laboratory Technician,2,Single,5097,4,No,3,2,31,1,2,30,5,14,5,60.6,High
46,No,Travel_Rarely,Research & Development,12,4,Life Sciences,4,Male,Research Director,1,Married,2112,2,Yes,3,3,7,1,3,4,4,1,4,52.7,Medium
37,No,Travel_Rarely,Research & Development,13,3,Life Sciences,2,Male,Research Scientist,3,Married,4435,4,Yes,3,2,27,2,3,23,0,1,4,48.5,Medium
46,No,Travel_Rarely,Sales,24,3,Life Sciences,3,Female,Manager,4,Single,2597,8,Yes,4,2,41,1,1,39,19,5,5,72.0,High
41,Yes,Travel_Frequently,Sales,12,3,Marketing,4,Male,Manager,1,Divorced,6999,9,No,3,0,34,5,4,32,18,6,12,46.7,Medium
35,No,Travel_Frequently,Research & Development,25,3,Medical,2,Female,Healthcare Representative,1,Divorced,4201,0,Yes,3,0,7,3,3,7,0,13,0,51.9,Medium
27,Yes,Travel_Rarely,Research & Development,16,5,Technical Degree,1,Female,Research Scientist,1,Single,5420,3,No,3,1,26,2,2,23,1,12,0,63.2,High
58,No,Travel_Frequently,Research & Development,13,2,Life Sciences,3,Male,Research Director,2,Married,3937,9,No,3,0,19,3,1,19,14,1,13,59.6,Medium
25,No,Travel_Rarely,Research & Development,5,4,Other,3,Female,Manager,3,Single,3522,4,Yes,3,0,15,3,3,15,13,13,7,56.5,Medium
43,No,Travel_Rarely,Human Resources,24,4,Marketing,4,Female,Human Resources,2,Married,2740,1,No,3,1,14,2,3,11,11,3,8,33.2,Medium
46,No,Travel_Frequently,Research & Development,4,2,Life Sciences,3,Female,Research Scientist,4,Divorced,8117,1,No,4,3,13,6,2,12,10,2,9,12.7,Low
27,No,Non-Travel,Sales,21,1,Life Sciences,4,Female,Sales Representative,2,Married,4429,0,No,4,0,40,4,3,38,14,12,5,46.4,Medium
34,No,Travel_Rarely,Sales,15,2,Life Sciences,4,Male,Manager,1,Divorced,4069,7,Yes,3,3,24,6,3,24,5,4,8,57.0,Medium
19,No,Travel_Rarely,Sales,12,3,Human Resources,2,Male,Manager,2,Married,4363,1,No,4,1,33,1,3,31,19,8,17,45.5,Medium
23,No,Travel_Frequently,Sales,19,3,Life Sciences,4,Female,Manager,1,Married,3270,2,No,3,2,26,0,3,23,8,1,14,43.8,Medium
22,No,Travel_Frequently,Sales,21,2,Life Sciences,1,Female,Sales Representative,3,Divorced,4077,1,No,3,3,9,6,2,8,4,12,3,27.4,Low
45,No,Travel_Frequently,Sales,28,2,Life Sciences,3,Female,Manager,2,Married,5560,3,No,3,1,43,0,3,39,19,4,1,49.2,Medium
58,No,Travel_Frequently,Sales,19,4,Technical Degree,4,Male,Sales Representative,2,Married,2642,0,Yes,3,3,23,0,3,22,1,7,5,40.2,Medium
22,Yes,Travel_Rarely,Sales,21,4,Life Sciences,3,Female,Manager,2,Married,2882,2,No,3,1,15,1,3,12,5,5,12,42.9,Medium
35,No,Non-Travel,Research & Development,11,5,Life Sciences,4,Male,Research Scientist,1,Single,11237,4,No,3,1,32,4,1,31,17,3,6,72.6,High
43,No,Non-Travel,Sales,21,5,Medical,2,Male,Sales Representative,1,Married,3953,9,Yes,3,2,18,3,2,14,14,14,14,75.8,High
37,Yes,Travel_Rarely,Research & Development,6,3,Medical,1,Male,Manager,2,Divorced,3530,0,No,3,3,35,2,1,35,8,9,1,28.7,Low
58,No,Travel_Rarely,Research & Development,9,5,Medical,3,Male,Research Scientist,2,Married,2194,3,No,3,2,5,4,1,4,4,7,4,40.4,Medium
44,No,Travel_Rarely,Human Resources,1,5,Medical,2,Male,Manager,3,Divorced,8187,5,Yes,3,2,24,0,2,21,13,2,9,35.3,Medium
29,No,Travel_Rarely,Sales,12,1,Technical Degree,3,Female,Sales Executive,3,Single,2608,3,No,3,3,16,5,1,15,12,3,15,35.7,Medium
24,No,Travel_Frequently,Research & Development,26,2,Technical Degree,2,Male,Laboratory Technician,4,Married,4869,6,No,3,3,44,1,1,40,10,10,17,33.7,Medium
20,No,Travel_Rarely,Human Resources,14,4,Technical Degree,1,Male,Manager,3,Divorced,1763,6,Yes,4,1,12,6,1,9,9,8,9,45.0,Medium
27,No,Travel_Frequently,Research & Development,6,5,Life Sciences,4,Male,Healthcare Representative,3,Single,8029,5,Yes,3,3,24,1,2,23,18,4,9,59.9,Medium
51,No,Travel_Frequently,Research & Development,1,4,Technical Degree,2,Male,Manager,3,Single,9957,8,Yes,3,1,20,6,3,17,17,5,7,53.7,Medium
42,No,Travel_Rarely,Sales,22,5,Life Sciences,3,Female,Manager,1,Married,6572,1,Yes,3,1,21,2,4,17,17,11,12,62.0,High
52,No,Travel_Rarely,Sales,2,5,Life Sciences,3,Male,Sales Executive,3,Married,1957,9,Yes,3,1,6,5,4,6,6,15,6,53.6,Medium
33,No,Travel_Rarely,Research & Development,24,3,Other,2,Male,Manager,3,Single,8129,7,Yes,4,1,7,3,2,3,3,10,3,72.3,High
19,No,Travel_Rarely,Research & Development,11,1,Technical Degree,1,Female,Research Scientist,2,Divorced,2991,7,Yes,3,1,25,4,4,25,17,1,11,38.2,Medium
41,No,Travel_Rarely,Research & Development,3,2,Medical,1,Female,Healthcare Representative,1,Divorced,2434,9,No,3,1,6,5,2,4,4,8,4,40.6,Medium
27,No,Travel_Rarely,Research & Development,10,2,Other,4,Female,Manager,4,Married,3904,3,No,4,3,19,4,2,15,3,7,15,17.9,Low
55,No,Travel_Rarely,Sales,6,3,Human Resources,4,Female,Manager,4,Married,3858,5,Yes,3,3,34,4,4,34,9,6,8,31.7,Medium
39,No,Travel_Rarely,Research & Development,6,3,Medical,3,Female,Manager,3,Divorced,3629,5,No,3,0,27,3,1,25,16,8,16,30.8,Medium
43,No,Travel_Rarely,Sales,20,2,Medical,3,Male,Manager,4,Married,10553,4,No,3,3,19,3,3,17,3,4,7,25.6,Low
60,No,Travel_Rarely,Research & Development,21,2,Marketing,4,Female,Laboratory Technician,4,Single,16433,0,No,3,2,30,6,4,28,11,4,11,25.3,Low
56,No,Travel_Rarely,Research & Development,2,1,Life Sciences,4,Female,Healthcare Representative,4,Single,2161,2,No,3,0,25,3,4,22,12,10,8,23.4,Low
44,No,Travel_Frequently,Research & Development,26,5,Life Sciences,4,Male,Laboratory Technician,3,Single,3250,6,No,3,3,17,2,4,13,3,10,5,42.0,Medium
